cert,bank,state,regulator,assets_k,exam_method,inv_rating,svc_rating,pe_date,route,contact,channel,address
32718,Helm Bank USA,FL,FDIC,1192829,Intermediate Small Bank Evaluation,,,01/01/2026,role,CRA Officer,www.helmbankusa.com,"999 Brickell Ave, Miami, FL 33131"
22444,INLAND BANK & TRUST,IL,FDIC,1191380,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,,"2805 Butterfield Rd, Oak Brook, IL 60523"
28778,Somerset Regal Bank,NJ,FDIC,1189079,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.somersetregalbank.com,"220 W Union Ave, Bound Brook, NJ 08805"
1299,Evolve Bank & Trust,AR,FED,1188644,Int Small Bank,,,"Nov 09, 2020",role,CRA Officer,www.getevolved.com,"301 Shoppingway Blvd, West Memphis, AR 72301"
14240,Northway Bank,NH,FDIC,1188010,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,,"9 Main St, Berlin, NH 03570"
26620,Reading Co-operative Bank,MA,FED,1186904,Int Small Bank,,,"Jul 31, 2023",role,CRA Officer,www.readingcoop.com,"180 Haven St, Reading, MA 01867"
17509,First State Bank,FL,FDIC,1184888,Intermediate Small Bank Evaluation,,,06/01/2024,role,CRA Officer,keysbank.com,"1201 Simonton St, Key West, FL 33040"
8255,Montgomery Bank,MO,FED,1184557,Int Small Bank,,,"May 01, 2023",role,CRA Officer,www.montgomerybank.com,"1 Montgomery Bank Plaza St, Sikeston, MO 63801"
21714,Premier Bank,MN,FDIC,1184433,Intermediate Small Bank Evaluation,,,02/01/2024,role,CRA Officer,www.premierbanks.com,"2866 White Bear Ave N, Maplewood, MN 55109"
21906,PriorityOne Bank,MS,FED,1183847,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,08/01/2020,role,CRA Officer,www.priorityonebank.com,"220 Main Ave N, Magee, MS 39111"
27510,Metro Bank,AL,FDIC,1182553,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,http://www.metrobankpc.com,"800 Martin St S, Pell City, AL 35128"
11459,Mid America Bank,MO,FDIC,1181463,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,http://www.midambk.com,"1200 W Stadium Blvd, Jefferson City, MO 65109"
3091,The First National Bank of Bastrop,TX,OCC,1180522,Intermediate Small Bank,,,08/11/2025,role,CRA Officer,www.fnbbastrop.bank,"489 Highway 71 W, Bastrop, TX 78602"
3869,Anstaff Bank,AR,FED,1180508,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,10/01/2021,role,CRA Officer,www.anstaff.bank,"100 First National Ave, Green Forest, AR 72638"
16982,Bank of Pontiac,IL,FED,1178764,Int Small Bank,,,"Jun 21, 2021",role,CRA Officer,www.bankofpontiac.com,"300 W Washington St, Pontiac, IL 61764"
35412,American Community Bank & Trust,IL,FDIC,1177625,Intermediate Small Bank Evaluation,,,05/01/2026,role,CRA Officer,http://www.amcombank.com,"1290 Lake Ave, Woodstock, IL 60098"
20161,Citizens Bank of Las Cruces,NM,FDIC,1174965,Intermediate Small Bank Evaluation,,,04/01/2025,role,CRA Officer,www.citizenslc.com,"505 S Main St, Las Cruces, NM 88001"
58060,First General Bank,CA,FDIC,1174806,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,http://www.firstgeneralbank.com,"19036 Colima Rd, Rowland Heights, CA 91748"
6271,Community National Bank,VT,OCC,1172186,Intermediate Small Bank,,,01/02/2024,role,CRA Officer,www.communitynationalbank.com,"4811 U.S. Route 5, Derby, VT 05855"
9457,The North Side Bank and Trust Company,OH,FED,1172039,Int Small Bank,Substantial Noncompliance,Low Satisfactory,"Oct 07, 2024",role,CRA Officer,www.nsbt.net,"4125 Hamilton Ave, Cincinnati, OH 45223"
8878,State Bank & Trust Company,MS,FDIC,1169616,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,11/01/2018,role,CRA Officer,,"916 Highway 82 Bypass, Greenwood, MS 38935"
7526,The Honesdale National Bank,PA,OCC,1168760,Intermediate Small Bank,,,05/20/2024,role,CRA Officer,www.hnbbank.bank,"733 Main St, Honesdale, PA 18431"
13055,Citizens Bank,WI,FDIC,1167142,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,www.citizensbankwi.bank,"301 N Rochester St, Mukwonago, WI 53149"
7658,First National Bank and Trust Company of Newtown,PA,OCC,1166108,Intermediate Small Bank,,,07/08/2024,role,CRA Officer,WWW.FNBN.COM,"40 S State St, Newtown, PA 18940"
57097,Northstar Bank,MI,FED,1161394,Int Small Bank,,,"Feb 06, 2023",role,CRA Officer,WWW.NORTHSTARATHOME.BANK,"833 S Van Dyke Rd, Bad Axe, MI 48413"
3389,Pointbank,TX,FED,1161379,Int Small Bank,,,"Jul 26, 2021",role,CRA Officer,https://www.pointbank.com,"200 S Highway 377, Pilot Point, TX 76258"
27078,First Bank & Trust,SD,FDIC,1161100,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,04/01/2020,role,CRA Officer,,"110 North Minnesota  Avenue, Sioux Falls, SD 57104"
12874,Katahdin Trust Company,ME,FDIC,1158202,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.katahdintrust.com,"11 Main St, Patten, ME 04765"
9678,Edmonton State Bank,KY,FDIC,1152722,Intermediate Small Bank Evaluation,,,10/01/2025,role,CRA Officer,www.edmontonstatebank.com,"909 W Main St, Glasgow, KY 42141"
30441,First Federal Bank of Louisiana,LA,OCC,1148244,Intermediate Small Bank,,,04/10/2023,role,CRA Officer,www.ffbla.bank,"1135 Lake Shore Dr, Lake Charles, LA 70601"
12627,Bank of Washington,MO,FDIC,1148041,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,http://www.bankofwashington.com,"200 W Main St, Washington, MO 63090"
17077,First US Bank,AL,FDIC,1147614,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.firstusbank.com,"3291 Highway 280 E, Birmingham, AL 35243"
21122,Bridgeview Bank Group,IL,FDIC,1144827,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2019,role,CRA Officer,,"7940 South Harlem Avenue, Bridgeview, IL 60455"
28788,Sturdy Savings Bank,NJ,FDIC,1143729,Large Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2025,role,CRA Officer,www.sturdyonline.com,"9417 3rd Ave, Stone Harbor, NJ 08247"
59183,Trustar Bank,VA,FDIC,1143324,Intermediate Small Bank Evaluation,,,03/01/2025,role,CRA Officer,www.trustarbank.com,"748 Walker Rd, Great Falls, VA 22066"
16849,First Arkansas Bank and Trust,AR,FDIC,1140573,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,www.fabandt.bank,"600 W Main St, Jacksonville, AR 72076"
10308,The Bank of Fayette County,TN,FED,1139937,Int Small Bank,,,"Jul 22, 2024",role,CRA Officer,www.thebank1905.com,"1265 Highway 57, Piperton, TN 38017"
6811,First National Bank,VA,OCC,1139443,Intermediate Small Bank,,,08/14/2023,role,CRA Officer,http://www.1stnatbk.com,"622 Broad St, Altavista, VA 24517"
1497,Security State Bank,TX,FDIC,1138646,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.securitystbk.com,"1000 N Oak St, Pearsall, TX 78061"
34934,Union Bank,NC,FDIC,1138451,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2022,role,CRA Officer,,"1011 Red Banks Rd, Greenville, NC 27858"
15932,The Citizens Bank,SC,FDIC,1137975,Intermediate Small Bank Evaluation,,,10/01/2025,role,CRA Officer,www.tcbsc.bank,"124 East Main Street, Olanta, SC 29114"
12828,"The Farmers Bank, Frankfort, Indiana",IN,FDIC,1136158,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,,"9 E Clinton St, Frankfort, IN 46041"
34997,BayFirst National Bank,FL,OCC,1136157,Intermediate Small Bank,,,10/06/2025,role,CRA Officer,www.bayfirstfinancial.com,"700 Central Ave, Saint Petersburg, FL 33701"
19184,Hilltop National Bank,WY,OCC,1135748,Large Bank,,,01/29/2024,role,CRA Officer,WWW.HILLTOP.BANK,"300 Country Club Rd, Casper, WY 82609"
13868,First State Bank Nebraska,NE,FED,1134968,Int Small Bank,,,"May 24, 2021",role,CRA Officer,http://www.1fsb.bank,"2701 Grainger Pkwy, Lincoln, NE 68516"
9359,Bank of Commerce,MS,FDIC,1134517,Intermediate Small Bank Evaluation,,,11/01/2024,role,CRA Officer,WWW.BANKCOM.COM,"310 Howard St, Greenwood, MS 38930"
8941,Bank Forward,ND,FDIC,1130017,Intermediate Small Bank Evaluation,,,07/01/2025,role,CRA Officer,WWW.BANKFORWARD.COM,"5650 37th Ave S, Fargo, ND 58104"
20856,Liberty Bank and Trust Company,LA,FDIC,1129360,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.libertybank.net,"6600 Plaza Dr, New Orleans, LA 70127"
34010,EverTrust Bank,CA,FDIC,1125370,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,http://www.evertrustbank.com,"13191 Crossroads Pkwy N, City Of Industry, CA 91746"
35214,First Reliance Bank,SC,FDIC,1125355,Intermediate Small Bank Evaluation,,,09/01/2024,role,CRA Officer,firstreliance.com,"2170 W Palmetto St, Florence, SC 29501"
31840,Financial Federal Bank,TN,FED,1123486,Int Small Bank,,,"May 30, 2023",role,CRA Officer,www.finfedmem.com,"1715 Aaron Brenner Dr, Memphis, TN 38120"
90208,Pentucket  Bank,MA,FDIC,1121201,Intermediate Small Bank Evaluation,,,05/01/2026,role,CRA Officer,www.pentucketbank.com,"1 Merrimack St, Haverhill, MA 01830"
35426,Two River Community Bank,NJ,FDIC,1120265,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,05/01/2019,role,CRA Officer,,"766 Shrewsbury Avenue, Tinton Falls, NJ 07724"
14209,Farmers State Bank,IA,FDIC,1118564,Intermediate Small Bank Evaluation,,,09/01/2023,role,CRA Officer,www.myfsbonline.com,"1240 8th Ave, Marion, IA 52302"
12611,The Evangeline Bank and Trust Company,LA,FDIC,1113786,Intermediate Small Bank Evaluation,,,10/01/2025,role,CRA Officer,www.therealbank.com,"497 W Main St, Ville Platte, LA 70586"
34422,American Bank,PA,FED,1111851,Large Bank,Low Satisfactory,Low Satisfactory,"Sep 23, 2019",role,CRA Officer,www.ambk.com,"4029 W Tilghman St, Allentown, PA 18104"
29782,First Federal Bank,TN,FDIC,1111708,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.ffbtn.com,"611 E College St, Dickson, TN 37055"
32242,"Liberty Savings Bank, F.S.B.",OH,OCC,1111698,Intermediate Small Bank,,,08/14/2023,role,CRA Officer,www.libertysavingsbank.com,"2251 Rombach Ave, Wilmington, OH 45177"
1545,"First National Bank, Ames, Iowa",IA,OCC,1111663,Intermediate Small Bank,,,10/07/2024,role,CRA Officer,WWW.FNBAMES.COM,"405 5th St, Ames, IA 50010"
1874,Bank of Labor,KS,FDIC,1110876,Strategic Plan Evaluation,,,11/01/2025,role,CRA Officer,http://www.bankoflabor.com,"6301 Glenwood St, Third Floor, Overland Park, KS 66202"
26218,Park Bank,WI,FDIC,1110741,Intermediate Small Bank Evaluation,High Satisfactory,Outstanding,09/01/2018,role,CRA Officer,,"330 East Kilbourn Avenue, Milwaukee, WI 53202"
9499,Thread Bank,TN,FDIC,1110596,Intermediate Small Bank Evaluation,,,03/01/2026,role,CRA Officer,www.thread.bank,"210 E Main St, Rogersville, TN 37857"
13109,Jackson County Bank,IN,FDIC,1109838,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,jcbank.com,"125 S Chestnut St, Seymour, IN 47274"
58018,St. Louis Bank,MO,FDIC,1109444,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,www.stlouisbank.com,"9811 S 40 Dr, Saint Louis, MO 63124"
23806,TrailWest Bank,MT,FDIC,1105812,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.trailwest.bank,"11300 Us Highway 93 S, Lolo, MT 59847"
58121,Triad Bank,MO,FDIC,1105166,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,www.triadbanking.com,"10375 Clayton Rd, Frontenac, MO 63131"
6531,The Citizens National Bank of Bluffton,OH,OCC,1103400,Intermediate Small Bank,,,09/05/2023,role,CRA Officer,www.cnbohio.com,"102 S Main St, Bluffton, OH 45817"
58727,Access Bank,NE,FDIC,1102864,Intermediate Small Bank Evaluation,,,07/01/2025,role,CRA Officer,WWW.ACCESSBANK.COM,"8712 W Dodge Rd, Omaha, NE 68114"
57703,"T Bank, National Association",TX,OCC,1102281,Intermediate Small Bank,,,02/24/2025,role,CRA Officer,http://www.tbank.com,"16200 Dallas Pkwy, Dallas, TX 75248"
28396,First Palmetto Bank,SC,FDIC,1100982,Intermediate Small Bank Evaluation,,,06/01/2026,role,CRA Officer,www.firstpalmetto.com,"315 E Dekalb St, Camden, SC 29020"
27872,Pioneer Bank,NM,OCC,1094643,Intermediate Small Bank,,,05/08/2023,role,CRA Officer,www.pioneer.bank,"3000 N Main St, Roswell, NM 88201"
12591,The Converse County Bank,WY,FDIC,1093243,Intermediate Small Bank Evaluation,,,02/01/2024,role,CRA Officer,www.conversecountybank.com,"332 E Walnut St, Douglas, WY 82633"
88,Generations Bank,AR,FED,1091001,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,www.mygenerations.bank,"3710 W Southern Hills Blvd, Rogers, AR 72758"
90308,Winchester Savings Bank,MA,FDIC,1087221,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.winchestersavings.com,"661 Main St, Winchester, MA 01890"
9288,First Bank of Berne,IN,FED,1087178,Int Small Bank,Low Satisfactory,Low Satisfactory,"Mar 03, 2025",role,CRA Officer,www.firstbankofberne.com,"222 Heritage Trl, Berne, IN 46711"
17115,Partners Bank of New England,ME,FDIC,1087056,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.partners.bank,"900 Main St, Sanford, ME 04073"
57920,Prime Alliance Bank,UT,FDIC,1086025,Strategic Plan Evaluation,,,09/01/2025,role,CRA Officer,www.primealliance.bank,"1868 S 500 W, Woods Cross, UT 84010"
35,AuburnBank,AL,FED,1085002,Int Small Bank,High Satisfactory,High Satisfactory,"Mar 03, 2025",role,CRA Officer,www.auburnbank.com,"100 N Gay St, Auburn, AL 36830"
27267,Amerasia Bank,NY,FDIC,1084973,Intermediate Small Bank Evaluation,,,04/01/2024,role,CRA Officer,www.amerasiabankny.com,"4106 Main St, Flushing, NY 11355"
58039,First Resource Bank,MN,FDIC,1084566,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,www.myfrbank.com,"7449 Village Dr, Lino Lakes, MN 55014"
90253,MountainOne Bank,MA,FDIC,1082351,Intermediate Small Bank Evaluation,,,10/01/2024,role,CRA Officer,www.mountainone.com,"93 Main St, North Adams, MA 01247"
34415,First Command Bank,TX,OCC,1081696,Intermediate Small Bank,,,05/19/2025,role,CRA Officer,www.firstcommand.com,"1 Firstcomm Plz, Fort Worth, TX 76109"
35518,The Federal Savings Bank,IL,OCC,1080675,Intermediate Small Bank,,,05/06/2024,role,CRA Officer,www.thefederalsavingsbank.com,"4120 W Diversey Ave, Chicago, IL 60639"
58796,Parkside Financial Bank & Trust,MO,FDIC,1080613,Intermediate Small Bank Evaluation,,,04/01/2026,role,CRA Officer,www.pfbt.com,"8112 Maryland Ave, Clayton, MO 63105"
15136,Bank of Wisconsin Dells,WI,FDIC,1079952,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,www.dellsbank.bank,"716 Superior St, Wisconsin Dells, WI 53965"
8660,Commercial Bank & Trust Co.,TN,FDIC,1079676,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,cbtcnet.com,"101 N Poplar St, Paris, TN 38242"
7461,Centric Bank,PA,FDIC,1078774,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2021,role,CRA Officer,,"4320 Linglestown Rd, Harrisburg, PA 17112"
35521,InsBank,TN,FED,1078594,Int Small Bank,,,"Nov 07, 2022",role,CRA Officer,www.insbank.com,"2106 Crestmoor Rd, Nashville, TN 37215"
5093,The First National Bank of Bemidji,MN,OCC,1078508,Intermediate Small Bank,,,07/21/2025,role,CRA Officer,www.fnbbemidji.com,"1600 Paul Bunyan Dr Nw, Bemidji, MN 56601"
58509,Frontier Bank of Texas,TX,FDIC,1076630,Intermediate Small Bank Evaluation,,,04/01/2025,role,CRA Officer,www.frontierbankoftexas.com,"1213 Highway 290 E, Elgin, TX 78621"
3330,The First National Bank of McGregor,TX,OCC,1075946,Intermediate Small Bank,,,06/30/2025,role,CRA Officer,www.tfnbtx.com,"401 S Main St, Mc Gregor, TX 76657"
12514,Ixonia Bank,WI,FDIC,1075557,Intermediate Small Bank Evaluation,,,01/01/2023,role,CRA Officer,www.ixoniabank.com,"W 1046 Marietta  Ave, Ixonia, WI 53036"
33418,Ledyard National Bank,VT,OCC,1071557,Intermediate Small Bank,,,10/21/2024,role,CRA Officer,www.ledyard.bank,"320 Main St, Norwich, VT 05055"
28865,MidCountry Bank,MN,OCC,1070620,Intermediate Small Bank,,,03/13/2023,role,CRA Officer,www.midcountrybank.com,"7825 Washington Ave S, Minneapolis, MN 55439"
4062,"The First National Bank and Trust Co., Chickasha, Oklahoma",OK,OCC,1070151,Intermediate Small Bank,,,09/22/2025,role,CRA Officer,www.bankfnbt.com,"302 W Chickasha Ave, Chickasha, OK 73018"
90203,Cape Ann Savings Bank,MA,FDIC,1069781,Intermediate Small Bank Evaluation,,,01/01/2025,role,CRA Officer,capeannsavings.bank,"109 Main St, Gloucester, MA 01930"
292,The Monticello Banking Company,KY,FED,1067848,Int Small Bank,,,"Sep 05, 2023",role,CRA Officer,mbcbank.com,"50 N Main St, Monticello, KY 42633"
16664,The Paducah Bank and Trust Company,KY,FED,1067411,Int Small Bank,,,"Sep 20, 2021",role,CRA Officer,www.paducahbank.com,"555 Jefferson St, Paducah, KY 42001"
34363,Core Bank,NE,FDIC,1066282,Intermediate Small Bank Evaluation,,,09/01/2023,role,CRA Officer,www.corebank.com,"17807 Burke St, Omaha, NE 68118"
2241,CNB Bank,NM,FDIC,1066187,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,http://www.ourcnb.bank,"202 W Stevens St, Carlsbad, NM 88220"
57451,Sound Community Bank,WA,FDIC,1065857,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,http://www.soundcb.com,"2400 3rd Ave, Seattle, WA 98121"
33492,Crescent Bank,LA,FDIC,1065126,Strategic Plan Evaluation,,,10/01/2025,role,CRA Officer,www.crescentbank.com,"2201 Veterans Memorial Blvd, Metairie, LA 70002"
34811,Nebraskaland Bank,NE,FED,1064337,Int Small Bank,,,"May 01, 2023",role,CRA Officer,www.nebraskalandbank.com,"1400 S Dewey St, North Platte, NE 69101"
59114,CommerceOne Bank,AL,FDIC,1062980,Intermediate Small Bank Evaluation,,,12/01/2023,role,CRA Officer,www.commerceonebank.com,"17 20th St N, Birmingham, AL 35203"
11807,United Bank of Michigan,MI,FDIC,1062468,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,http://www.unitedbank4u.com,"900 East Paris Ave Se, Grand Rapids, MI 49546"
8439,Centennial Bank,TN,FDIC,1062127,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,http://www.mycentennial.bank,"5420 Broad St S, Trezevant, TN 38258"
29657,"Great Midwest Bank, S.S.B.",WI,FDIC,1061434,Intermediate Small Bank Evaluation,,,11/01/2023,role,CRA Officer,www.greatmidwestbank.com,"15900 W Bluemound Rd, Brookfield, WI 53005"
35157,Farm Bureau Bank FSB,NV,OCC,1060938,Intermediate Small Bank,,,02/17/2025,role,CRA Officer,www.farmbureau.bank,"10345 Professional Cir, Reno, NV 89521"
20776,Border Bank,ND,FDIC,1059623,Intermediate Small Bank Evaluation,,,05/01/2026,role,CRA Officer,www.border.bank,"4530 17th Ave S, Fargo, ND 58103"
11623,Bank Cmg,WI,FED,1057888,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,www.bankcmg.com,"8020 Excelsior Dr, Madison, WI 53717"
16810,Farmers and Merchants Bank,NE,FDIC,1054570,Intermediate Small Bank Evaluation,,,10/01/2024,role,CRA Officer,www.bankfmb.com,"617 1st St, Milford, NE 68405"
17614,Farmers Bank & Trust,KS,FDIC,1053887,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.farmersbankks.com,"1017 Harrison St, Great Bend, KS 67530"
26626,"United Texas Bank, National Association",TX,OCC,1053439,Int Small Bank,,,"Nov 03, 2021",role,CRA Officer,www.unitedtexasbank.com,"13101 Preston Rd, Dallas, TX 75240"
4673,"GNBank, National Association",KS,OCC,1053271,Intermediate Small Bank,,,09/08/2025,role,CRA Officer,www.gn-bank.com,"100 E Forest Ave, Girard, KS 66743"
26555,OneLocal Bank,MA,FDIC,1051449,Intermediate Small Bank Evaluation,,,07/01/2026,role,CRA Officer,https://www.onelocalbank.com/,"11 Central St, Norwood, MA 02062"
58165,Belmont Bank & Trust Company,IL,FDIC,1050480,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,WWW.BELMONTBANK.COM,"8250 W Belmont Ave, Chicago, IL 60634"
14264,Cornhusker Bank,NE,FED,1049484,Int Small Bank,,,"Oct 23, 2023",role,CRA Officer,www.cornhusker.bank,"8310 O St, Lincoln, NE 68510"
17478,FirsTier Bank,NE,FDIC,1048233,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.firstierbanks.com,"115 S Walnut St, Kimball, NE 69145"
30704,Magyar Bank,NJ,FDIC,1047615,Intermediate Small Bank Evaluation,,,01/01/2026,role,CRA Officer,www.magbank.com,"400 Somerset St, New Brunswick, NJ 08901"
18344,UBank,TX,FDIC,1046394,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.u.bank,"208 S Us Highway 69, Huntington, TX 75949"
27943,Brentwood Bank,PA,FDIC,1046318,Intermediate Small Bank Evaluation,,,06/01/2024,role,CRA Officer,www.brentwoodbank.com,"411 Mcmurray Rd, Bethel Park, PA 15102"
57197,BNC National Bank,AZ,OCC,1045071,Intermediate Small Bank,,,10/20/2025,role,CRA Officer,www.bncbank.com,"20175 N 67th Ave, Glendale, AZ 85308"
15565,First Southern Bank,IL,FDIC,1042148,Large Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2024,role,CRA Officer,www.firstsouthernbank.net,"300 Tower Square Plz, Marion, IL 62959"
5058,Superior National Bank,MI,OCC,1042146,Intermediate Small Bank,,,09/08/2025,role,CRA Officer,www.snb-t.com,"235 Quincy St, Hancock, MI 49930"
14222,Security Financial Bank,WI,FED,1040797,Int Small Bank,,,"May 05, 2025",role,CRA Officer,www.sfbank.com,"212 W Prospect St, Durand, WI 54736"
57184,The Freedom Bank of Virginia,VA,FED,1037780,Int Small Bank,,,"Sep 24, 2018",role,CRA Officer,freedom.bank,"10555 Main St, Fairfax, VA 22030"
35207,Bank of the James,VA,FED,1033600,Int Small Bank,,,"May 27, 2025",role,CRA Officer,www.bankofthejames.bank,"828 Main St, Lynchburg, VA 24504"
58935,R Bank,TX,FDIC,1032360,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.r.bank,"3600 E Palm Valley Blvd, Round Rock, TX 78665"
28706,First Federal Savings and Loan Association of Greene Co,PA,OCC,1031873,Intermediate Small Bank,,,06/30/2025,role,CRA Officer,www.ffgc.bank,"25 E High St, Waynesburg, PA 15370"
19512,Royal Banks of Missouri,MO,FDIC,1031635,Intermediate Small Bank Evaluation,,,12/01/2024,role,CRA Officer,http://www.royalbanksofmo.com,"8550 Olive Blvd, Saint Louis, MO 63132"
32084,Grand Savings Bank,OK,FDIC,1031498,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,www.grandsavingsbank.com,"1022 S Main St, Grove, OK 74344"
